SignalID,Timestamp,EventCode,EventParam
63082002,2023-10-31 11:30:09.0000000,82,9
63082002,2023-10-31 11:30:13.0000000,82,9
63082002,2023-10-31 11:30:19.0000000,82,10
63082002,2023-10-31 11:30:26.0000000,82,10
63082002,2023-10-31 11:30:38.0000000,82,10
63082002,2023-10-31 11:30:39.0000000,82,10
63082002,2023-10-31 11:30:42.0000000,82,10
63082002,2023-10-31 11:30:44.0000000,82,9
63082002,2023-10-31 11:30:50.0000000,82,10
63082002,2023-10-31 11:31:02.0000000,82,9
63082002,2023-10-31 11:31:05.0000000,82,10
63082002,2023-10-31 11:31:07.0000000,82,9
63082002,2023-10-31 11:31:24.0000000,82,10
63082002,2023-10-31 11:31:31.0000000,82,10
63082002,2023-10-31 11:32:00.0000000,82,10
63082002,2023-10-31 11:32:03.0000000,82,10
63082002,2023-10-31 11:32:06.0000000,82,9
63082002,2023-10-31 11:32:09.0000000,82,10
63082002,2023-10-31 11:32:14.0000000,82,10
63082002,2023-10-31 11:32:17.0000000,82,10
63082002,2023-10-31 11:32:22.0000000,82,10
63082002,2023-10-31 11:32:24.0000000,82,9
63082002,2023-10-31 11:32:24.0000000,82,10
63082002,2023-10-31 11:32:25.0000000,82,9
63082002,2023-10-31 11:32:25.0000000,82,9
63082002,2023-10-31 11:32:28.0000000,82,9
63082002,2023-10-31 11:32:29.0000000,82,9
63082002,2023-10-31 11:32:31.0000000,82,10
63082002,2023-10-31 11:32:36.0000000,82,10
63082002,2023-10-31 11:32:38.0000000,82,10
63082002,2023-10-31 11:32:39.0000000,82,10
63082002,2023-10-31 11:32:40.0000000,82,10
63082002,2023-10-31 11:32:41.0000000,82,9
63082002,2023-10-31 11:32:44.0000000,82,9
63082002,2023-10-31 11:32:45.0000000,82,10
63082002,2023-10-31 11:32:47.0000000,82,10
63082002,2023-10-31 11:33:03.0000000,82,10
63082002,2023-10-31 11:33:04.0000000,82,10
63082002,2023-10-31 11:33:05.0000000,82,10
63082002,2023-10-31 11:33:05.0000000,82,10
63082002,2023-10-31 11:33:11.0000000,82,10
63082002,2023-10-31 11:33:13.0000000,82,10
63082002,2023-10-31 11:33:36.0000000,82,10
63082002,2023-10-31 11:33:39.0000000,82,9
63082002,2023-10-31 11:33:41.0000000,82,9
63082002,2023-10-31 11:33:41.0000000,82,10
63082002,2023-10-31 11:33:43.0000000,82,10
63082002,2023-10-31 11:33:44.0000000,82,9
63082002,2023-10-31 11:33:46.0000000,82,10
63082002,2023-10-31 11:33:47.0000000,82,10
63082002,2023-10-31 11:33:49.0000000,82,10
63082002,2023-10-31 11:33:50.0000000,82,9
63082002,2023-10-31 11:33:51.0000000,82,10
63082002,2023-10-31 11:33:58.0000000,82,9
63082002,2023-10-31 11:34:09.0000000,82,10
63082002,2023-10-31 11:34:10.0000000,82,10
63082002,2023-10-31 11:34:14.0000000,82,10
63082002,2023-10-31 11:34:25.0000000,82,9
63082002,2023-10-31 11:34:41.0000000,82,10
63082002,2023-10-31 11:34:43.0000000,82,10
63082002,2023-10-31 11:34:54.0000000,82,10
63082002,2023-10-31 11:34:55.0000000,82,10
63082002,2023-10-31 11:34:59.0000000,82,9
63082002,2023-10-31 11:34:59.0000000,82,10
63082002,2023-10-31 11:34:59.0000000,82,10
63082002,2023-10-31 11:35:01.0000000,82,10
63082002,2023-10-31 11:35:02.0000000,82,10
63082002,2023-10-31 11:35:07.0000000,82,10
63082002,2023-10-31 11:35:08.0000000,82,10
63082002,2023-10-31 11:35:14.0000000,82,9
63082002,2023-10-31 11:35:18.0000000,82,9
63082002,2023-10-31 11:35:20.0000000,82,10
63082002,2023-10-31 11:35:22.0000000,82,9
63082002,2023-10-31 11:35:27.0000000,82,10
63082002,2023-10-31 11:35:37.0000000,82,10
63082002,2023-10-31 11:35:40.0000000,82,9
63082002,2023-10-31 11:35:42.0000000,82,9
63082002,2023-10-31 11:35:56.0000000,82,10
63082002,2023-10-31 11:36:09.0000000,82,9
63082002,2023-10-31 11:36:09.0000000,82,10
63082002,2023-10-31 11:36:14.0000000,82,10
63082002,2023-10-31 11:36:16.0000000,82,9
63082002,2023-10-31 11:36:20.0000000,82,10
63082002,2023-10-31 11:36:30.0000000,82,10
63082002,2023-10-31 11:36:31.0000000,82,10
63082002,2023-10-31 11:36:36.0000000,82,10
63082002,2023-10-31 11:36:45.0000000,82,10
63082002,2023-10-31 11:36:46.0000000,82,10
63082002,2023-10-31 11:36:46.0000000,82,10
63082002,2023-10-31 11:36:54.0000000,82,10
63082002,2023-10-31 11:37:24.0000000,82,9
63082002,2023-10-31 11:37:31.0000000,82,10
63082002,2023-10-31 11:37:37.0000000,82,10
63082002,2023-10-31 11:37:38.0000000,82,9
63082002,2023-10-31 11:37:39.0000000,82,9
63082002,2023-10-31 11:37:40.0000000,82,9
63082002,2023-10-31 11:37:43.0000000,82,10
63082002,2023-10-31 11:37:44.0000000,82,9
63082002,2023-10-31 11:37:47.0000000,82,10
63082002,2023-10-31 11:37:51.0000000,82,9
63082002,2023-10-31 11:37:54.0000000,82,10
63082002,2023-10-31 11:37:54.0000000,82,9
63082002,2023-10-31 11:37:55.0000000,82,10
63082002,2023-10-31 11:37:57.0000000,82,9
63082002,2023-10-31 11:37:58.0000000,82,9
63082002,2023-10-31 11:38:00.0000000,82,9
63082002,2023-10-31 11:38:03.0000000,82,9
63082002,2023-10-31 11:38:10.0000000,82,10
63082002,2023-10-31 11:38:16.0000000,82,10
63082002,2023-10-31 11:38:19.0000000,82,10
63082002,2023-10-31 11:38:30.0000000,82,10
63082002,2023-10-31 11:38:43.0000000,82,9
63082002,2023-10-31 11:38:57.0000000,82,9
63082002,2023-10-31 11:38:59.0000000,82,9
63082002,2023-10-31 11:39:00.0000000,82,10
63082002,2023-10-31 11:39:03.0000000,82,9
63082002,2023-10-31 11:39:03.0000000,82,10
63082002,2023-10-31 11:39:04.0000000,82,9
63082002,2023-10-31 11:39:04.0000000,82,10
63082002,2023-10-31 11:39:06.0000000,82,10
63082002,2023-10-31 11:39:08.0000000,82,9
63082002,2023-10-31 11:39:10.0000000,82,10
63082002,2023-10-31 11:39:14.0000000,82,10
63082002,2023-10-31 11:39:20.0000000,82,9
63082002,2023-10-31 11:39:31.0000000,82,9
63082002,2023-10-31 11:39:33.0000000,82,10
63082002,2023-10-31 11:39:38.0000000,82,9
63082002,2023-10-31 11:39:49.0000000,82,10
63082002,2023-10-31 11:40:10.0000000,82,10
63082002,2023-10-31 11:40:17.0000000,82,9
63082002,2023-10-31 11:40:26.0000000,82,9
63082002,2023-10-31 11:40:29.0000000,82,10
63082002,2023-10-31 11:40:32.0000000,82,10
63082002,2023-10-31 11:40:35.0000000,82,10
63082002,2023-10-31 11:40:40.0000000,82,10
63082002,2023-10-31 11:40:43.0000000,82,10
63082002,2023-10-31 11:40:46.0000000,82,9
63082002,2023-10-31 11:40:46.0000000,82,10
63082002,2023-10-31 11:40:50.0000000,82,10
63082002,2023-10-31 11:40:56.0000000,82,10
63082002,2023-10-31 11:40:59.0000000,82,10
63082002,2023-10-31 11:41:06.0000000,82,10
63082002,2023-10-31 11:41:12.0000000,82,10
63082002,2023-10-31 11:41:26.0000000,82,9
63082002,2023-10-31 11:41:38.0000000,82,9
63082002,2023-10-31 11:41:38.0000000,82,10
63082002,2023-10-31 11:41:42.0000000,82,10
63082002,2023-10-31 11:41:45.0000000,82,10
63082002,2023-10-31 11:41:50.0000000,82,10
63082002,2023-10-31 11:41:56.0000000,82,10
63082002,2023-10-31 11:42:07.0000000,82,9
63082002,2023-10-31 11:42:12.0000000,82,10
63082002,2023-10-31 11:42:22.0000000,82,10
63082002,2023-10-31 11:42:39.0000000,82,10
63082002,2023-10-31 11:42:42.0000000,82,10
63082002,2023-10-31 11:42:47.0000000,82,10
63082002,2023-10-31 11:42:47.0000000,82,9
63082002,2023-10-31 11:42:52.0000000,82,10
63082002,2023-10-31 11:42:53.0000000,82,10
63082002,2023-10-31 11:43:09.0000000,82,10
63082002,2023-10-31 11:43:24.0000000,82,9
63082002,2023-10-31 11:43:26.0000000,82,9
63082002,2023-10-31 11:43:27.0000000,82,10
63082002,2023-10-31 11:43:28.0000000,82,10
63082002,2023-10-31 11:43:30.0000000,82,9
63082002,2023-10-31 11:43:31.0000000,82,10
63082002,2023-10-31 11:43:33.0000000,82,10
63082002,2023-10-31 11:43:35.0000000,82,10
63082002,2023-10-31 11:43:38.0000000,82,10
63082002,2023-10-31 11:43:54.0000000,82,10
63082002,2023-10-31 11:43:55.0000000,82,9
63082002,2023-10-31 11:43:57.0000000,82,10
63082002,2023-10-31 11:44:04.0000000,82,10
63082002,2023-10-31 11:44:04.0000000,82,10
63082002,2023-10-31 11:44:08.0000000,82,9
63082002,2023-10-31 11:44:10.0000000,82,9
63082002,2023-10-31 11:44:11.0000000,82,10
63082002,2023-10-31 11:44:13.0000000,82,10
63082002,2023-10-31 11:44:16.0000000,82,9
63082002,2023-10-31 11:44:25.0000000,82,10
63082002,2023-10-31 11:44:43.0000000,82,9
63082002,2023-10-31 11:44:49.0000000,82,9
63082002,2023-10-31 11:44:50.0000000,82,10
63082002,2023-10-31 11:45:18.0000000,82,10
63082002,2023-10-31 11:45:35.0000000,82,10
63082002,2023-10-31 11:45:36.0000000,82,10
63082002,2023-10-31 11:45:38.0000000,82,10
63082002,2023-10-31 11:45:38.0000000,82,9
63082002,2023-10-31 11:45:56.0000000,82,9
63082002,2023-10-31 11:46:00.0000000,82,10
63082002,2023-10-31 11:46:02.0000000,82,9
63082002,2023-10-31 11:46:03.0000000,82,9
63082002,2023-10-31 11:46:14.0000000,82,9
63082002,2023-10-31 11:46:21.0000000,82,10
63082002,2023-10-31 11:46:28.0000000,82,9
63082002,2023-10-31 11:46:32.0000000,82,10
63082002,2023-10-31 11:46:36.0000000,82,9
63082002,2023-10-31 11:46:38.0000000,82,10
63082002,2023-10-31 11:46:40.0000000,82,10
63082002,2023-10-31 11:46:43.0000000,82,10
63082002,2023-10-31 11:47:11.0000000,82,10
63082002,2023-10-31 11:47:25.0000000,82,9
63082002,2023-10-31 11:47:27.0000000,82,9
63082002,2023-10-31 11:47:28.0000000,82,10
63082002,2023-10-31 11:47:35.0000000,82,9
63082002,2023-10-31 11:47:42.0000000,82,9
63082002,2023-10-31 11:47:43.0000000,82,10
63082002,2023-10-31 11:47:44.0000000,82,9
63082002,2023-10-31 11:47:47.0000000,82,10
63082002,2023-10-31 11:47:53.0000000,82,9
63082002,2023-10-31 11:47:58.0000000,82,9
63082002,2023-10-31 11:48:01.0000000,82,9
63082002,2023-10-31 11:48:02.0000000,82,10
63082002,2023-10-31 11:48:03.0000000,82,10
63082002,2023-10-31 11:48:06.0000000,82,10
63082002,2023-10-31 11:48:06.0000000,82,9
63082002,2023-10-31 11:48:07.0000000,82,9
63082002,2023-10-31 11:48:09.0000000,82,9
63082002,2023-10-31 11:48:09.0000000,82,10
63082002,2023-10-31 11:48:13.0000000,82,9
63082002,2023-10-31 11:48:16.0000000,82,10
63082002,2023-10-31 11:48:16.0000000,82,10
63082002,2023-10-31 11:48:46.0000000,82,10
63082002,2023-10-31 11:48:49.0000000,82,10
63082002,2023-10-31 11:48:51.0000000,82,9
63082002,2023-10-31 11:48:53.0000000,82,10
63082002,2023-10-31 11:49:00.0000000,82,9
63082002,2023-10-31 11:49:02.0000000,82,10
63082002,2023-10-31 11:49:03.0000000,82,10
63082002,2023-10-31 11:49:22.0000000,82,10
63082002,2023-10-31 11:49:26.0000000,82,10
63082002,2023-10-31 11:49:40.0000000,82,10
63082002,2023-10-31 11:49:50.0000000,82,10
63082002,2023-10-31 11:49:58.0000000,82,9
63082002,2023-10-31 11:50:01.0000000,82,10
63082002,2023-10-31 11:50:07.0000000,82,9
63082002,2023-10-31 11:50:08.0000000,82,10
63082002,2023-10-31 11:50:09.0000000,82,9
63082002,2023-10-31 11:50:09.0000000,82,9
63082002,2023-10-31 11:50:09.0000000,82,10
63082002,2023-10-31 11:50:10.0000000,82,9
63082002,2023-10-31 11:50:11.0000000,82,10
63082002,2023-10-31 11:50:17.0000000,82,9
63082002,2023-10-31 11:50:19.0000000,82,10
63082002,2023-10-31 11:50:24.0000000,82,9
63082002,2023-10-31 11:50:26.0000000,82,10
63082002,2023-10-31 11:50:29.0000000,82,9
63082002,2023-10-31 11:50:30.0000000,82,10
63082002,2023-10-31 11:50:31.0000000,82,9
63082002,2023-10-31 11:50:37.0000000,82,10
63082002,2023-10-31 11:50:38.0000000,82,10
63082002,2023-10-31 11:50:53.0000000,82,10
63082002,2023-10-31 11:50:59.0000000,82,10
63082002,2023-10-31 11:50:59.0000000,82,9
63082002,2023-10-31 11:51:01.0000000,82,9
63082002,2023-10-31 11:51:01.0000000,82,10
63082002,2023-10-31 11:51:02.0000000,82,10
63082002,2023-10-31 11:51:06.0000000,82,9
63082002,2023-10-31 11:51:10.0000000,82,10
63082002,2023-10-31 11:51:24.0000000,82,10
63082002,2023-10-31 11:51:41.0000000,82,10
63082002,2023-10-31 11:51:48.0000000,82,10
63082002,2023-10-31 11:51:52.0000000,82,9
63082002,2023-10-31 11:51:59.0000000,82,10
63082002,2023-10-31 11:52:11.0000000,82,10
63082002,2023-10-31 11:52:19.0000000,82,10
63082002,2023-10-31 11:52:28.0000000,82,10
63082002,2023-10-31 11:52:34.0000000,82,10
63082002,2023-10-31 11:52:38.0000000,82,10
63082002,2023-10-31 11:52:39.0000000,82,10
63082002,2023-10-31 11:52:46.0000000,82,10
63082002,2023-10-31 11:53:25.0000000,82,9
63082002,2023-10-31 11:53:26.0000000,82,10
63082002,2023-10-31 11:53:30.0000000,82,9
63082002,2023-10-31 11:53:31.0000000,82,10
63082002,2023-10-31 11:53:35.0000000,82,10
63082002,2023-10-31 11:53:36.0000000,82,9
63082002,2023-10-31 11:53:37.0000000,82,10
63082002,2023-10-31 11:53:38.0000000,82,9
63082002,2023-10-31 11:53:40.0000000,82,10
63082002,2023-10-31 11:54:01.0000000,82,10
63082002,2023-10-31 11:54:10.0000000,82,9
63082002,2023-10-31 11:54:10.0000000,82,9
63082002,2023-10-31 11:54:39.0000000,82,10
63082002,2023-10-31 11:54:55.0000000,82,10
63082002,2023-10-31 11:54:55.0000000,82,9
63082002,2023-10-31 11:54:57.0000000,82,10
63082002,2023-10-31 11:55:00.0000000,82,9
63082002,2023-10-31 11:55:03.0000000,82,9
63082002,2023-10-31 11:55:04.0000000,82,9
63082004,2023-10-31 11:30:15.0000000,82,9
63082004,2023-10-31 11:30:23.0000000,82,9
63082004,2023-10-31 11:30:25.0000000,82,9
63082004,2023-10-31 11:30:35.0000000,82,9
63082004,2023-10-31 11:30:38.0000000,82,9
63082004,2023-10-31 11:30:43.0000000,82,9
63082004,2023-10-31 11:30:59.0000000,82,9
63082004,2023-10-31 11:31:12.0000000,82,9
63082004,2023-10-31 11:31:19.0000000,82,9
63082004,2023-10-31 11:31:28.0000000,82,9
63082004,2023-10-31 11:31:30.0000000,82,9
63082004,2023-10-31 11:31:36.0000000,82,9
63082004,2023-10-31 11:31:39.0000000,82,9
63082004,2023-10-31 11:32:05.0000000,82,9
63082004,2023-10-31 11:32:43.0000000,82,9
63082004,2023-10-31 11:33:13.0000000,82,9
63082004,2023-10-31 11:33:16.0000000,82,9
63082004,2023-10-31 11:33:55.0000000,82,9
63082004,2023-10-31 11:34:00.0000000,82,9
63082004,2023-10-31 11:34:02.0000000,82,9
63082004,2023-10-31 11:34:03.0000000,82,9
63082004,2023-10-31 11:34:13.0000000,82,9
63082004,2023-10-31 11:34:21.0000000,82,9
63082004,2023-10-31 11:34:24.0000000,82,9
63082004,2023-10-31 11:34:27.0000000,82,9
63082004,2023-10-31 11:34:41.0000000,82,9
63082004,2023-10-31 11:34:46.0000000,82,9
63082004,2023-10-31 11:34:50.0000000,82,9
63082004,2023-10-31 11:34:52.0000000,82,9
63082004,2023-10-31 11:35:07.0000000,82,9
63082004,2023-10-31 11:35:11.0000000,82,9
63082004,2023-10-31 11:35:39.0000000,82,9
63082004,2023-10-31 11:35:41.0000000,82,9
63082004,2023-10-31 11:35:45.0000000,82,9
63082004,2023-10-31 11:36:03.0000000,82,9
63082004,2023-10-31 11:36:13.0000000,82,9
63082004,2023-10-31 11:36:23.0000000,82,9
63082004,2023-10-31 11:36:25.0000000,82,9
63082004,2023-10-31 11:37:01.0000000,82,9
63082004,2023-10-31 11:37:38.0000000,82,9
63082004,2023-10-31 11:37:43.0000000,82,9
63082004,2023-10-31 11:37:57.0000000,82,9
63082004,2023-10-31 11:38:09.0000000,82,9
63082004,2023-10-31 11:38:19.0000000,82,9
63082004,2023-10-31 11:38:26.0000000,82,9
63082004,2023-10-31 11:38:27.0000000,82,9
63082004,2023-10-31 11:38:29.0000000,82,9
63082004,2023-10-31 11:38:36.0000000,82,9
63082004,2023-10-31 11:38:40.0000000,82,9
63082004,2023-10-31 11:38:51.0000000,82,9
63082004,2023-10-31 11:39:03.0000000,82,9
63082004,2023-10-31 11:39:07.0000000,82,9
63082004,2023-10-31 11:39:18.0000000,82,9
63082004,2023-10-31 11:39:27.0000000,82,9
63082004,2023-10-31 11:39:37.0000000,82,9
63082004,2023-10-31 11:39:37.0000000,82,9
63082004,2023-10-31 11:39:52.0000000,82,9
63082004,2023-10-31 11:39:54.0000000,82,9
63082004,2023-10-31 11:40:13.0000000,82,9
63082004,2023-10-31 11:40:18.0000000,82,9
63082004,2023-10-31 11:40:26.0000000,82,9
63082004,2023-10-31 11:40:39.0000000,82,9
63082004,2023-10-31 11:41:22.0000000,82,9
63082004,2023-10-31 11:41:30.0000000,82,9
63082004,2023-10-31 11:41:43.0000000,82,9
63082004,2023-10-31 11:42:11.0000000,82,9
63082004,2023-10-31 11:42:13.0000000,82,9
63082004,2023-10-31 11:42:37.0000000,82,9
63082004,2023-10-31 11:42:46.0000000,82,9
63082004,2023-10-31 11:42:50.0000000,82,9
63082004,2023-10-31 11:43:21.0000000,82,9
63082004,2023-10-31 11:43:45.0000000,82,9
63082004,2023-10-31 11:43:53.0000000,82,9
63082004,2023-10-31 11:44:01.0000000,82,9
63082004,2023-10-31 11:44:02.0000000,82,9
63082004,2023-10-31 11:44:05.0000000,82,9
63082004,2023-10-31 11:44:10.0000000,82,9
63082004,2023-10-31 11:44:13.0000000,82,9
63082004,2023-10-31 11:44:14.0000000,82,9
63082004,2023-10-31 11:44:23.0000000,82,9
63082004,2023-10-31 11:44:29.0000000,82,9
63082004,2023-10-31 11:44:31.0000000,82,9
63082004,2023-10-31 11:44:48.0000000,82,9
63082004,2023-10-31 11:44:50.0000000,82,9
63082004,2023-10-31 11:44:58.0000000,82,9
63082004,2023-10-31 11:45:27.0000000,82,9
63082004,2023-10-31 11:45:30.0000000,82,9
63082004,2023-10-31 11:45:34.0000000,82,9
63082004,2023-10-31 11:45:45.0000000,82,9
63082004,2023-10-31 11:45:49.0000000,82,9
63082004,2023-10-31 11:46:11.0000000,82,9
63082004,2023-10-31 11:46:12.0000000,82,9
63082004,2023-10-31 11:46:35.0000000,82,9
63082004,2023-10-31 11:46:40.0000000,82,9
63082004,2023-10-31 11:47:02.0000000,82,9
63082004,2023-10-31 11:47:15.0000000,82,9
63082004,2023-10-31 11:47:17.0000000,82,9
63082004,2023-10-31 11:47:37.0000000,82,9
63082004,2023-10-31 11:47:46.0000000,82,9
63082004,2023-10-31 11:48:06.0000000,82,9
63082004,2023-10-31 11:48:09.0000000,82,9
63082004,2023-10-31 11:48:18.0000000,82,9
63082004,2023-10-31 11:48:22.0000000,82,9
63082004,2023-10-31 11:48:27.0000000,82,9
63082004,2023-10-31 11:48:34.0000000,82,9
63082004,2023-10-31 11:48:37.0000000,82,9
63082004,2023-10-31 11:48:40.0000000,82,9
63082004,2023-10-31 11:48:43.0000000,82,9
63082004,2023-10-31 11:48:50.0000000,82,9
63082004,2023-10-31 11:48:53.0000000,82,9
63082004,2023-10-31 11:48:55.0000000,82,9
63082004,2023-10-31 11:49:08.0000000,82,9
63082004,2023-10-31 11:49:13.0000000,82,9
63082004,2023-10-31 11:49:17.0000000,82,9
63082004,2023-10-31 11:49:22.0000000,82,9
63082004,2023-10-31 11:49:24.0000000,82,9
63082004,2023-10-31 11:49:29.0000000,82,9
63082004,2023-10-31 11:49:39.0000000,82,9
63082004,2023-10-31 11:50:12.0000000,82,9
63082004,2023-10-31 11:50:18.0000000,82,9
63082004,2023-10-31 11:50:29.0000000,82,9
63082004,2023-10-31 11:50:33.0000000,82,9
63082004,2023-10-31 11:50:37.0000000,82,9
63082004,2023-10-31 11:51:08.0000000,82,9
63082004,2023-10-31 11:51:13.0000000,82,9
63082004,2023-10-31 11:51:15.0000000,82,9
63082004,2023-10-31 11:51:23.0000000,82,9
63082004,2023-10-31 11:51:24.0000000,82,9
63082004,2023-10-31 11:51:26.0000000,82,9
63082004,2023-10-31 11:51:28.0000000,82,9
63082004,2023-10-31 11:51:31.0000000,82,9
63082004,2023-10-31 11:51:39.0000000,82,9
63082004,2023-10-31 11:51:56.0000000,82,9
63082004,2023-10-31 11:52:53.0000000,82,9
63082004,2023-10-31 11:53:18.0000000,82,9
